Commonwealth 	0	12	1	2	British	
Ang Mo Kio 	0	2.6666666667	0	1	Chinese	
Rumbia 	1	6	0	0	Malay	
Piccadilly 	0	10	1	2	British	
Bangsawan 	1	9	0	0	Malay	
Tosca 	0	5	0	5	Other	Opera
Melayu 	1	6	0	0	Malay	
Teck Lim 	0	3.5	0	1	Chinese	
Tong Lee 	0	3.5	1	1	Chinese	
Telok Kurau 	1	5	0	0	Malay	
Brooke 	0	6	0	2	British	
Kenanga 	0	7	0	0	Malay	
Paya Lebar 	1	4.5	0	0	Malay	
Samarinda 	1	9	0	0	Malay	
Irwell 	0	6	0	2	British	
St. Gregory's 	0	6	0	2	British	
Danau 	1	5	0	0	Malay	
Bangkit 	0	7	0	0	Malay	
Turnhouse 	0	9	0	2	British	
May 	0	3	1	2	British	
Handy 	0	5	1	2	British	
Chartwell 	0	9	0	2	British	
Attap 	0	5	1	0	Malay	
Veerasamy 	0	9	0	0	Malay	
Kurau 	0	5	0	0	Malay	
Vista 	0	5	1	4	Generic	
Ishak 	1	5	0	0	Malay	
Bridport 	0	8	0	2	British	
China 	0	5	1	1	Chinese	
Joo 	0	3	0	0	Malay	
Martin 	0	6	1	2	British	
St. Andrew's 	0	5.5	0	2	British	
Limau Nipis 	1	5	0	0	Malay	
Antoi 	1	5	0	0	Malay	
Asimont 	0	7	0	2	British	
Chin Hin 	0	3.5	1	1	Chinese	
Angklong 	1	8	0	0	Malay	
Marina Station 	0	6.5	1	4	Generic	
Buroh 	1	5	0	0	Malay	
Sungei Poyan 	1	5.5	0	0	Malay	
Ratus 	0	5	1	0	Malay	malay word for 'hundred'
Benaan Kapal 	1	5.5	0	0	Malay	"""ship building road"" in Malay"
Resak 	1	5	0	0	Malay	
Carisbrooke 	0	11	0	2	British	
Hythe 	0	5	1	2	British	
Jago 	0	4	0	2	British	Cornish version of 'James'?
Gembira 	1	7	0	0	Malay	
Sengkang 	0	8	0	1	Chinese	"""prosperous harbour"" in Chinese"
Iqbal 	0	5	0	5	Other	
Li Hwan 	0	3	1	1	Chinese	
Tronoh 	0	6	0	5	Other	?
Flint 	0	5	1	2	British	
Korban 	1	6	0	0	Malay	
Corfe 	0	5	0	2	British	
Membina 	1	7	0	0	Malay	
Tengah 	0	6	0	0	Malay	
Arab 	0	4	0	5	Other	
Chamar 	1	6	0	0	Malay	
Telok Ayer 	0	4.5	0	0	Malay	
Tangmere 	0	8	0	2	British	
Townshend 	0	9	0	2	British	
Cheng Yan 	0	4	0	1	Chinese	
Lakeshore 	0	9	1	4	Generic	
Bideford 	0	8	0	2	British	
Batu 	1	4	0	0	Malay	
Jentera 	1	7	0	0	Malay	
Liput 	1	5	0	0	Malay	
Oxford 	0	6	1	2	British	
Ketuka 	1	6	0	0	Malay	
Tuas Basin 	0	4.5	0	0	Malay	
Wessex 	0	6	0	2	British	
Sandown 	0	7	0	2	British	
Link 	0	4	1	4	Generic	
Begonia 	0	7	1	6	Nature	
Manston 	0	7	0	2	British	
Gallop 	0	6	1	4	Generic	
King George's 	0	6	0	2	British	
Buyong 	0	6	0	1	Chinese	?
Bahasa 	1	6	0	0	Malay	
Demak 	1	5	0	0	Malay	
Benoi 	0	5	0	5	Other	?
Sundrige 	0	8	0	2	British	
Gendang 	1	7	0	0	Malay	
Beng Huat 	0	4	0	1	Chinese	
Stamford 	0	8	0	2	British	
Samulun 	1	7	0	0	Malay	
Lim Chu Kang 	0	3.3333333333	0	1	Chinese	
Kung Chong 	0	4.5	0	1	Chinese	
Marymount 	0	9	0	2	British	
Turf Club 	0	4	1	4	Generic	
Netheravon 	0	10	0	2	British	
Teo Kim Eng 	0	3	0	1	Chinese	
Mount Rosie 	0	5	0	2	British	
Pasir Ria 	1	4	0	0	Malay	
Carpenter 	0	9	1	4	Generic	
Malai 	1	5	0	0	Malay	
Gapis 	1	5	0	0	Malay	
Sendudok 	1	8	0	0	Malay	
Canterbury 	0	10	1	2	British	
Airport 	0	7	1	4	Generic	
Kampong Java 	0	5.5	1	0	Malay	
Halton 	0	6	0	2	British	
Tanglin 	0	7	0	0	Malay	
Novena Utara 	1	5.5	0	0	Malay	
Flanders 	0	8	0	5	Other	WWI
Makepeace 	0	9	0	2	British	
Swiss 	0	5	1	5	Other	
Flower 	0	6	1	4	Generic	
Plymouth 	0	8	0	2	British	
Pulasan 	0	7	0	0	Malay	
Tahar 	1	5	0	0	Malay	
Bartley 	0	7	0	2	British	
Harom Setangkai 	1	7	0	0	Malay	
Mulia 	1	5	0	0	Malay	
Ria 	1	3	1	0	Malay	
Opal 	0	4	1	6	Nature	
Wakaff 	1	6	0	0	Malay	
Thiam Siew 	0	4.5	0	1	Chinese	
Bachok 	1	6	0	0	Malay	
Chee Hoon 	0	4	0	1	Chinese	
Cornwall 	0	8	0	2	British	
St. Barnabas 	0	5.5	0	2	British	
Adam 	0	4	0	2	British	
Chegar 	1	6	0	0	Malay	
Salam 	0	5	0	0	Malay	?
Sturdee 	0	7	0	2	British	
Nathan 	0	6	0	2	British	
Haji Salam 	1	4.5	0	0	Malay	
Orchid 	0	6	1	6	Nature	
Napier 	0	6	0	2	British	
Business 	0	8	1	4	Generic	
Desker 	0	6	0	5	Other	Named after Andre Filipe Desker, a Eurasian of Dutch ancestry
Kemunchup 	1	9	0	0	Malay	
Fifth Lok Yang 	0	4	0	1	Chinese	
Serambi 	1	7	0	0	Malay	
Five Foot 	0	4	1	4	Generic	
Ballater 	0	8	0	2	British	
Sahabat 	1	7	0	0	Malay	
Poh Huat 	0	3.5	0	1	Chinese	
Graham White 	0	5.5	1	2	British	
Westbourne 	0	10	0	2	British	
Keris 	0	5	0	0	Malay	
Kledek 	1	6	0	0	Malay	
Sussex 	0	6	0	2	British	
Hoy Fatt 	0	3.5	0	1	Chinese	
Lentor 	0	6	1	2	British	
Toa Payoh 	1	4	0	1	Chinese	
Dorset 	0	6	0	2	British	
