Boon Tiong 	0	4.5	0	1	Chinese	
Chin Cheng 	0	4.5	0	1	Chinese	
Tepong 	1	6	0	0	Malay	
Karikal 	0	7	0	3	Indian	
Whampoa 	0	7	0	1	Chinese	
Angora 	0	6	1	5	Other	Another name for Ankara, Turkey > Angora sheep, wool
Ong Lye 	1	3	0	1	Chinese	
Jambu Ayer 	1	4.5	0	0	Malay	
Kensington 	0	10	0	2	British	
Mei Hwan 	0	3.5	0	1	Chinese	
Tai Gin 	0	3	1	1	Chinese	
Xilin 	0	5	0	1	Chinese	
Middlesex 	0	9	0	2	British	
Rimau 	1	5	0	0	Malay	
Joran 	1	5	0	0	Malay	
Kanisha Marican 	0	7	0	3	Indian	
Fort 	0	4	1	4	Generic	
Zamrud 	1	6	0	0	Malay	
Delta 	0	5	1	4	Generic	
Westlake 	0	8	0	4	Generic	
Bays Water 	0	4.5	1	2	British	
Lempeng 	1	7	0	0	Malay	
Medway 	0	6	0	2	British	
Pei Wah 	0	3	0	1	Chinese	
Elizabeth 	0	9	0	2	British	
Siak Kew 	0	3.5	0	1	Chinese	
Anthony 	0	7	0	2	British	
Penhas 	0	6	0	5	Other	Named after a wealthy Jewish merchant with Iraqi roots, Rahamin Penhas
Anamalai 	0	8	0	3	Indian	Named after Anamalai Chettiar
Jupiter 	0	7	0	6	Nature	
Ord 	0	3	0	2	British	Named after Sir Harry St George Ord
Hay Market 	0	4.5	1	4	Generic	
Eu Chin 	0	3	0	1	Chinese	
Quemoy 	0	6	0	1	Chinese	
Katmandu 	0	8	0	5	Other	Capital of Nepal
Lam Sam 	1	3	1	1	Chinese	?
Bilal 	0	5	0	0	Malay	
Lotus 	0	5	1	6	Nature	
Tiga Ratus 	1	4.5	0	0	Malay	
Mempurong 	1	9	0	0	Malay	
Cairnhill 	0	9	0	2	British	
Bumbong 	1	7	0	0	Malay	
Selangat 	1	8	0	0	Malay	
Ikan Merah 	1	4.5	0	0	Malay	
Larut 	0	5	0	0	Malay	
Cheang Wan Seng 	0	4.3333333333	0	1	Chinese	
Metropole 	0	9	0	2	British	
Second 	0	6	1	4	Generic	
Burn 	0	4	1	2	British	
Maude 	0	5	0	2	British	
Sankam 	1	6	0	0	Malay	
Bukit Panjang 	0	6	0	0	Malay	
Rindu 	1	5	0	0	Malay	
Tari Lilin 	1	4.5	0	0	Malay	
Singa 	1	5	0	0	Malay	
Simpang Bedok 	1	6	0	0	Malay	
Angsana 	0	7	0	0	Malay	
Linden 	0	6	1	6	Nature	
Loyang Besar 	0	5.5	0	0	Malay	
Pari Burong 	1	5	0	0	Malay	
Tanjong Penjuru 	0	7	0	0	Malay	
Kwong Min 	0	4	0	1	Chinese	
Irrawaddy 	0	9	0	5	Other	Burmese
Punggol 	0	7	0	0	Malay	
Ismail 	1	6	0	0	Malay	
Kechil 	1	6	0	0	Malay	
Sports 	0	6	1	4	Generic	
Yasin 	1	5	0	0	Malay	
Japanese 	0	8	0	5	Other	
Malcolm 	0	7	0	2	British	
Denham 	0	6	0	2	British	
Ellenborough 	0	12	0	2	British	
Plumer 	0	6	0	2	British	
Tamban 	1	6	0	0	Malay	
Springwood 	0	10	1	2	British	
Lock 	0	4	1	5	Other	? not sure if named after someone named Lock / canal lock / lock and key lock
Melrose 	0	7	0	2	British	
Dunlop 	0	6	0	2	British	
Viking 	0	6	1	5	Other	
Joo Hong 	0	3.5	0	1	Chinese	
Kim Yam 	0	3	0	1	Chinese	
Haji 	0	4	0	0	Malay	
Jurong Town Hall 	0	4.6666666667	0	0	Malay	
Changi Ferry 	0	5.5	0	0	Malay	
Chin Swee 	0	4	0	1	Chinese	
Knights 	0	7	1	2	British	
Auckland 	0	8	0	2	British	
Neil 	0	4	0	2	British	
Short 	0	5	1	2	British	
Chu Lin 	0	3	0	1	Chinese	
Shaer 	1	5	0	5	Other	?
Sentosa 	1	7	0	0	Malay	
Tenggiri 	1	8	0	0	Malay	
Meragi 	0	6	0	0	Malay	
Cuff 	0	4	1	2	British	
Terusan 	1	7	0	0	Malay	
Hajijah 	1	7	0	0	Malay	
Boundary 	0	8	1	4	Generic	
Chitty 	0	6	1	3	Indian	
Tavistock 	0	9	0	2	British	
Sunset 	0	6	1	6	Nature	
Balmeg 	0	6	0	5	Other	?
Mata 	0	4	0	0	Malay	
Sudan 	0	5	0	5	Other	
Lucky 	0	5	1	4	Generic	
Second Lok Yang 	0	4.3333333333	0	1	Chinese	
Clifton 	0	7	0	2	British	
Jubilee 	0	7	1	2	British	
Sikudangan 	1	10	0	0	Malay	
Mega 	1	4	1	0	Malay	
Bright 	0	6	1	4	Generic	
Ipoh 	0	4	0	0	Malay	
Ring 	0	4	1	4	Generic	
