Stangee 	1	7	0	0	Malay	
Inner Temple 	0	5.5	1	4	Generic	
Swallow 	0	7	1	6	Nature	
Liang Seah 	0	4.5	0	1	Chinese	
Bond 	0	4	1	2	British	
Bukit Ho Swee 	1	3.6666666667	0	1	Chinese	
Sultan 	0	6	1	0	Malay	
Canning 	0	7	1	2	British	
Transit 	0	7	1	4	Generic	
Bunga Raya 	1	4.5	0	0	Malay	
Cashew 	0	6	1	6	Nature	
Amoy 	0	4	0	1	Chinese	"""The name Amoy is an English transliteration of the Zhangzhou pronunciation of the words 厦门 (pronounced Xiamen in Standard Mandarin and E-mng in Standard Hokkien.) The Zhangzhou Hokkien pronunciation was used instead of Standard Xiamen Hokkien because of the overwhelming numbers of Zhangzhou people who left Amoy (now Xiamen) in China to settle in Singapore through the city's port."" - Wikipedia"
Mandai 	0	6	0	0	Malay	?
Somme 	0	5	0	5	Other	
Rambai 	0	6	0	0	Malay	
Keppel 	0	6	0	2	British	
Coniston 	0	8	0	2	British	
Tannery 	0	7	1	4	Generic	
Selarang 	0	8	0	0	Malay	
Geneng 	1	6	0	0	Malay	
Hylam 	0	5	0	1	Chinese	Hylam < Hainan (https://thelongnwindingroad.wordpress.com/tag/hylam-streets/)
Pasir Panjang RoadView 	0	6.6666666667	0	0	Malay	
Everitt 	0	7	0	2	British	
Binchang 	1	8	0	0	Malay	
Coast 	0	5	1	4	Generic	
Read 	0	4	1	2	British	
Sarum 	0	5	0	2	British	? Old (Latin) name for Salisbury
Sixth 	0	5	1	4	Generic	
Evergreen 	0	9	1	2	British	
Baker 	0	5	1	2	British	
Admiralty 	0	9	1	2	British	
Robin 	0	5	1	2	British	
Mountbatten 	0	11	0	2	British	
Goodman 	0	7	1	2	British	
Kelulut 	1	7	0	0	Malay	
Meng Suan 	0	4	0	1	Chinese	
Manis 	1	5	0	0	Malay	
Butterfly 	0	9	1	6	Nature	
Batu Nilam 	1	4.5	0	0	Malay	
Keria 	1	5	0	0	Malay	
Turut 	0	5	0	0	Malay	
Munshi Abdullah 	0	7	0	0	Malay	
Taman 	1	5	0	0	Malay	
Bahru 	1	5	0	0	Malay	
Grace 	0	5	1	2	British	
Lasia 	0	5	0	0	Malay	
St. Thomas 	0	4.5	0	2	British	
Seton 	0	5	1	2	British	
Amberwood 	0	9	0	2	British	
Toh Yi 	0	2.5	0	1	Chinese	
Nassim 	0	6	0	5	Other	Arab name
Salang 	1	6	0	0	Malay	
Croucher 	0	8	1	2	British	
Chiselhurst 	0	11	0	2	British	
Pelatok 	1	7	0	0	Malay	
Joo Chiat 	0	4	0	1	Chinese	
Rumah Tinggi 	1	5.5	0	0	Malay	
Change Alley 	0	5.5	1	4	Generic	
Tenteram 	1	8	0	0	Malay	
Branksome 	0	9	0	2	British	
Tessensohn 	0	10	0	2	British	
Hindoo 	0	6	0	3	Indian	
Chin 	0	4	1	1	Chinese	?
Uji 	1	3	0	0	Malay	
Edinburgh 	0	9	0	2	British	
Bengkok 	1	7	0	0	Malay	
Satu 	1	4	0	0	Malay	
Keruing 	1	7	0	0	Malay	
Tukol 	1	5	0	0	Malay	
Kim Chuan 	0	4	0	1	Chinese	
Enterprise 	0	10	1	4	Generic	
Swanage 	0	7	0	2	British	
Thrift 	0	6	1	2	British	
Setia 	1	5	0	0	Malay	
Island 	0	6	1	4	Generic	
Compassvale 	0	11	0	2	British	
Teliti 	1	6	0	0	Malay	
Robey 	0	5	0	2	British	
Nam Seng 	1	3.5	0	1	Chinese	
Ahmad Ibrahim 	1	6	0	0	Malay	
Emerald 	0	7	1	4	Generic	
Sherwood 	0	8	0	2	British	
Circuit 	0	7	1	4	Generic	
Casuarina 	0	9	1	6	Nature	
Greendale 	0	9	0	2	British	
Tapisan 	1	7	0	0	Malay	
Derbyshire 	0	10	0	2	British	
Chempaka Puteh 	1	6.5	0	0	Malay	
Birdcage 	0	8	1	2	British	
Nelson 	0	6	1	2	British	
Padang Chancery 	0	7	1	0	Malay	
Pelikat 	1	7	0	0	Malay	
Leuchars 	0	8	0	2	British	Scottish name
Afifi 	1	5	0	0	Malay	
Hacienda 	0	8	1	5	Other	
How Sun 	0	3	1	1	Chinese	
Mayflower 	0	9	1	2	British	
Lateh 	1	5	0	0	Malay	
Angus 	0	5	0	2	British	
Yew Tee 	0	3	1	1	Chinese	
Woollerton 	0	10	0	2	British	
Hari Raya 	1	4	0	0	Malay	
Keong Saik 	0	4.5	0	1	Chinese	
Kilang Timor 	1	5.5	0	0	Malay	
Sembawang 	0	9	0	0	Malay	
Derum 	1	5	0	0	Malay	
Sungei Kadut 	0	5.5	0	0	Malay	
Ulu Pandan 	0	4.5	0	0	Malay	
Pasir Laba 	0	4.5	0	0	Malay	
Hiboran 	1	7	0	0	Malay	
Faber 	0	5	0	2	British	
Jurong Port 	0	5	0	0	Malay	
Daud 	1	4	1	0	Malay	
Winstedt 	0	8	0	2	British	
Pisang Asam 	1	5	0	0	Malay	
Neo Tiew 	0	3.5	0	1	Chinese	
Bin Tong 	0	3.5	1	1	Chinese	
Paterson 	0	8	0	2	British	
Lighthouse 	0	10	1	4	Generic	
Robinson 	0	8	0	2	British	
Prince Edward 	0	6	0	2	British	
Lim Teck Kim 	0	3.3333333333	0	1	Chinese	
Ean Kiam 	0	3.5	0	1	Chinese	
Lapang 	1	6	0	0	Malay	
Narooma 	0	7	0	5	Other	? Australian town (Aboriginal name origin)?
Sungei 	1	6	0	0	Malay	
Ridley 	0	6	1	2	British	
Besar 	1	5	0	0	Malay	
Limau Purut 	1	5	0	0	Malay	
Duchess 	0	7	1	2	British	
Wolskel 	0	7	0	2	British	
Tukang 	1	6	0	0	Malay	
Wareham 	0	7	0	2	British	
Kampong Arang 	0	6	0	0	Malay	
Cotswold 	0	8	0	2	British	
Regent 	0	6	1	2	British	
Tukang Dua 	1	4.5	0	0	Malay	
Kee Choe 	0	3.5	0	1	Chinese	
Lompang 	0	7	0	0	Malay	
Cumming 	0	7	1	2	British	
Lengkok Sembawang 	1	8	0	0	Malay	
Ghim Moh 	0	3.5	0	1	Chinese	
Boscombe 	0	8	0	2	British	
Ee Teow Leng 	0	3.3333333333	0	1	Chinese	
Peirce 	0	6	0	2	British	
Korma 	1	5	1	0	Malay	
Mahir 	1	5	0	0	Malay	
Ettrick 	0	7	0	2	British	
Geylang Serai 	0	6	0	0	Malay	
Jedburgh 	0	8	0	2	British	
Bishopsgate 	0	11	0	2	British	
Cambridge 	0	9	0	2	British	
Changi 	1	6	0	0	Malay	
Tanjong Kling 	0	6	0	0	Malay	
Harper 	0	6	1	2	British	
