Nipah 	1	5	0	0	Malay	
St. George's 	0	5.5	0	2	British	
Capricorn 	0	9	0	6	Nature	
Marina Bay 	0	4.5	1	4	Generic	
Carmen 	0	6	1	5	Other	Opera
Sunrise 	0	7	1	6	Nature	
Tai Thong 	0	4	1	1	Chinese	
Joo Seng 	0	3.5	0	1	Chinese	
Howard 	0	6	0	2	British	
Chuan Hoe 	0	4	0	1	Chinese	
Connaught 	0	9	0	2	British	
Woodbridge 	1	10	0	2	British	
Mount Vernon 	0	5.5	0	2	British	
Airline 	0	7	1	4	Generic	
Bournemouth 	0	11	0	2	British	
New Bugis 	0	4	0	5	Other	
Pennefather 	0	11	0	2	British	
Khamis 	1	6	0	0	Malay	
Merino 	0	6	1	2	British	
Lekub 	1	5	0	0	Malay	
Riverina 	0	8	0	4	Generic	
Tari Zapin 	1	4.5	0	0	Malay	
Roseburn 	0	8	0	2	British	
Truro 	0	5	0	2	British	
Pisang Emas 	1	5	0	0	Malay	
Sungei Gedong 	0	6	0	0	Malay	
Woo Mon Chew 	0	3.3333333333	0	1	Chinese	
Dua 	1	3	0	0	Malay	
Stevens 	0	7	1	2	British	
Mandai Lake 	0	5	0	0	Malay	
Greenfield 	0	10	1	2	British	
Recreation 	0	10	1	4	Generic	
Senang 	0	6	0	0	Malay	
Wajek 	1	5	0	0	Malay	
Selendang Delima 	1	7.5	0	0	Malay	
Soo Chow 	0	3.5	0	1	Chinese	
Florissa 	0	8	0	2	British	?
Yung Ping 	0	4	0	1	Chinese	
Lekar 	1	5	0	0	Malay	
Layang Layang 	1	6	0	0	Malay	
Westridge 	0	9	0	2	British	
Kelempong 	1	9	0	0	Malay	
Lady 	0	4	1	2	British	
Sultan 	1	6	1	0	Malay	
Merbau 	0	6	0	0	Malay	
Fajar 	0	5	0	0	Malay	"Malay word for ""dawn"""
Kuak 	1	4	0	0	Malay	
Florence 	0	8	1	2	British	
Fish Farm 	0	4	1	4	Generic	
Jong 	1	4	0	0	Malay	
Din Pang 	0	3.5	1	1	Chinese	
Ringwood 	0	8	0	2	British	
Kembang Melati 	1	6.5	0	0	Malay	
Kent 	0	4	1	4	Generic	
Ironside 	0	8	1	4	Generic	
Abu Talib 	1	4	0	0	Malay	
Yuan Ching 	0	4.5	0	1	Chinese	
St. Helier's 	0	5.5	0	2	British	
Hang Jebat 	1	4.5	0	0	Malay	
Koh Sek Lim 	0	3	0	1	Chinese	
Sireh 	1	5	0	0	Malay	
Omar Khayyam 	0	5.5	0	5	Other	
Akyab 	0	5	0	5	Other	
Lim Liak 	0	3.5	0	1	Chinese	
Muhibbah 	1	8	0	0	Malay	
Koon Seng 	0	4	0	1	Chinese	
Chiku 	0	5	0	0	Malay	
Greenwood 	0	9	1	2	British	
Bahtera 	1	7	0	0	Malay	
Nanson 	0	6	0	2	British	
Enam 	1	4	0	0	Malay	
Tua Kong 	0	3.5	0	1	Chinese	
Maranta 	0	7	1	6	Nature	
Lembah Thomson 	1	6.5	0	2	British	Lembah = Malay word for Valley
Tanjong 	1	7	0	0	Malay	
Mosque 	0	6	1	0	Malay	
Walton 	0	6	0	2	British	
Happy 	0	5	1	2	British	
Trevose 	0	7	0	2	British	
Kemuning 	1	8	0	0	Malay	
Cecil 	0	5	0	2	British	
Fourth Lok Yang 	0	4.3333333333	0	1	Chinese	
Siglap 	1	6	0	0	Malay	
Madras 	0	6	1	3	Indian	
Tan Tock Seng 	1	3.6666666667	0	1	Chinese	
Rochester 	0	9	0	2	British	
Chia Eng Say 	0	3.3333333333	0	1	Chinese	
Dundee 	0	6	0	2	British	
Tah Ching 	0	4	0	1	Chinese	
Tupai 	1	5	0	0	Malay	
Buang Kok 	1	4	0	0	Malay	
Borthwick 	0	9	0	2	British	
Segam 	1	5	0	0	Malay	
Allanbrooke 	0	11	0	2	British	
Tai Keng 	0	3.5	0	1	Chinese	
First 	0	5	1	4	Generic	
Kasai 	0	5	0	0	Malay	
Brompton 	0	8	0	2	British	
Sallim 	0	6	0	5	Other	possibly Arab
Tukang Lima 	1	5	0	0	Malay	
Kadayanallur 	0	12	0	3	Indian	
Erskine 	0	7	0	2	British	
French 	0	6	1	2	British	
Queen 	0	5	1	2	British	
Redwood 	0	7	1	2	British	
Parry 	0	5	1	2	British	
Cheong Chin Nam 	0	4.3333333333	0	1	Chinese	
kukoh 	1	5	0	0	Malay	
Fort Canning 	0	5.5	1	2	British	
Northwood 	0	9	0	2	British	
Third Chin Bee 	0	4	1	1	Chinese	
Pakistan 	0	8	0	5	Other	
Burmah 	0	6	0	0	Malay	
Kebaya 	1	6	0	0	Malay	
Hospital 	0	8	1	4	Generic	
Pisang Batu 	1	5	0	0	Malay	
Penshurst 	0	9	0	2	British	
Belimbing 	0	9	0	0	Malay	
Dublin 	0	6	0	2	British	
