Hill 	0	4	1	4	Generic	
Todak 	1	5	0	0	Malay	
Synagogue 	0	9	1	4	Generic	
Pheng Geck 	0	4.5	0	1	Chinese	
Soo Bee 	1	3	0	1	Chinese	Possibly Hokkien – see http://2ndshot.blogspot.com/2009/12/from-soo-bee-to-see-may.html
Norfolk 	0	7	0	2	British	
Java 	0	4	1	0	Malay	
Krian 	1	5	0	0	Malay	
Jacaranda 	0	9	1	6	Nature	
Burgundy 	0	8	1	5	Other	
Cluny 	0	5	0	2	British	
Maritime 	0	8	1	4	Generic	
Mata Ayer 	1	4	0	0	Malay	
Platina 	0	7	1	5	Other	
First Hospital 	0	6.5	1	4	Generic	
Kapal 	1	5	0	0	Malay	
Lower Kent 	0	4.5	1	2	British	
Dusan 	1	5	0	0	Malay	
Gajus 	1	5	0	0	Malay	
Brizay 	0	6	0	5	Other	Place in France?
Guok 	0	4	0	1	Chinese	
Raeburn 	0	7	0	2	British	
Eastern 	0	7	1	4	Generic	
Walmer 	0	6	0	2	British	
Waringin 	1	8	0	0	Malay	
Minyak 	1	6	0	0	Malay	
Temechut 	1	8	0	0	Malay	
Besut 	1	5	0	0	Malay	
Pendek 	1	6	0	0	Malay	
Goodlink 	0	8	0	2	British	
Winsor 	0	6	0	2	British	
Pasiran 	1	7	0	0	Malay	
Tudor 	0	5	0	2	British	
Ah Soo 	0	2.5	0	1	Chinese	
Riang 	1	5	0	0	Malay	
Sampan 	0	6	1	0	Malay	
Terentang 	1	9	0	0	Malay	
Eber 	0	4	0	2	British	
Adat 	1	4	0	0	Malay	
Low Koon 	1	3.5	0	1	Chinese	
Peel 	0	4	1	2	British	
Alkaff 	0	6	0	5	Other	Arab
Soon Wing 	0	4	1	1	Chinese	
Merchant 	0	8	1	2	British	
Engineering 	0	11	1	4	Generic	
McCallum 	0	8	0	2	British	
Minbu 	0	5	0	5	Other	Burmese city
Lange 	0	5	0	5	Other	Possibly named after Cecilia Catharina Lange, the Danish wife of Sultan Abu Bakar (Zubaidah binti Abdullah)
Basong 	1	6	0	0	Malay	
Imbiah 	0	6	0	0	Malay	
Kranji 	0	6	0	0	Malay	
Leonie 	0	6	0	2	British	
Tenon 	1	5	1	0	Malay	
Fairways 	0	8	1	4	Generic	
Selanting 	1	9	0	0	Malay	
Kramat 	0	6	0	0	Malay	
Trafalgar 	0	9	0	2	British	
Bugis 	0	5	0	0	Malay	
Mattar 	0	6	0	0	Malay	
Seletar Satellite Station 	0	7.6666666667	0	0	Malay	
Telegraph 	0	9	1	4	Generic	
Siang Kuang 	0	5	0	1	Chinese	
Mesra 	1	5	0	0	Malay	
Wilton 	0	6	0	2	British	
Kay Siang 	0	4	0	1	Chinese	
Klang 	0	5	1	0	Malay	
Marican 	1	7	0	0	Malay	
